glottocode,name,level,latitude,longitude
vagh1250,Vaghat,family,,
vagh1248,Kadung,language,9.4798,9.34795
biji1246,Bijim,language,9.54493,9.43876
gamb1262,Gambar Bijim,dialect,,
dukl1234,Dukli,dialect,,
lege1240,Kaduk,dialect,,
yaaa1242,Tiyaa,language,,
surr1238,Sur,language,9.47958,9.49007
shal1242,Shall-Zwall,language,9.87556,9.64988
shal1238,Shall,dialect,,
zwal1238,Zwall,dialect,,
sout2800,Southeastern Benue-Congo Plateau,family,,
horo1248,Horom-Fyem,family,,
horo1245,Horom,language,9.05742,8.98482
fyam1238,Fyam,language,9.59006,9.22293
boru1244,Bo-Rukul,language,8.9352,8.90506
ruku1239,Rukul,dialect,,
booo1255,Bo,dialect,,
eloy1241,Ajiri,language,8.24696,7.97061
mbej1238,Riverside Ajiri,dialect,,
mbam1247,Ambu Ajiri,dialect,,
mbec1238,Mbeki Ajiri,dialect,,
west2801,Western Benue-Congo Plateau,family,,
ninz1247,Ninzic,family,,
numa1252,Numana,language,9.16563,8.4657
numb1246,Numbu,dialect,,
gban1261,Gbantu,dialect,,
jand1249,Janda,dialect,,
ning1271,Ningye,dialect,9.29341,8.43562
anin1242,Aninka,language,9.08,8.51
ruku1240,Rukubic,family,,
ninz1246,Ninzo,language,8.95791,8.47328
chee1238,Che,language,10.0031,8.67024
mada1282,Mada (Nigeria),language,9.02294,8.34119
gbug1239,Gbugyar,dialect,,
buha1234,Buhar,dialect,,
nunk1238,Nunku,dialect,,
akwa1249,Akwanga,dialect,,
shug1256,Shugbu,dialect,,
ungw1234,Ungwar Zaria,dialect,,
anja1239,Anjagwa,dialect,,
ning1282,Ningo (Mada),dialect,,
anch1240,Ancho,dialect,,
rija1234,Rija,dialect,,
nung1292,Nungu,language,8.95481,8.62164
gudi1238,Gudi,dialect,,
rind1238,Rindre,dialect,,
ayuu1242,Ayu,language,9.2634,8.60225
kanu1282,Kanufi-Ninkyob-Angan,family,,
kani1277,Kaningdon-Nindem,language,9.525,8.37644
kani1278,Kaningdom,dialect,,
nind1241,Nindem,dialect,,
kanu1277,Kanufi,language,9.55,8.6
buuu1244,Bu,language,9.05077,8.65697
nucl1374,Nuclear Bu,dialect,,
nink1238,Ninkada,dialect,,
uncl1532,Unclassified Western Benue-Congo Plateau,family,,
koro1323,Koro Nulu,language,9.24181,7.29786
nort3184,Northwestern Benue-Congo Plateau,family,,
hyam1246,Hyamic,family,,
cori1240,Kyoli,language,9.59,8.06
sham1277,Shamang,language,9.47,8.05163
kurm1245,Kurmin Dangana,language,9.6,7.916667
hyam1245,Hyam,language,9.57832,7.95163
hyam1247,Hyam Taa Ham,dialect,,
kwye1234,Kwyeny,dialect,,
saik1234,Saik,dialect,,
zhir1241,Zhiric,family,,
shan1278,Shang,language,9.453585,7.859461
zhir1238,Zhire,language,9.55,7.93
gyon1234,Gyong-Kamantan,family,,
kama1358,Kamantan,language,9.85455,7.7119
kago1247,Kagoma,language,9.22607,8.18694
koro1301,Koroic,family,,
tino1236,Tinoric,family,,
ashe1269,Ashe,language,9.36574,7.39443
begb1241,Begbere-Ejar,language,9.40519,7.59566
koro1302,Koron Ache,dialect,,
koro1303,Koron Panda,dialect,,
ejar1238,Ejar,dialect,,
yesk1239,Nyankpa,language,9.05454,7.97913
gbom1234,Gbomic,dialect,,
buzi1238,Buzi,dialect,,
jung1242,Jung-Jira,dialect,,
pand1263,Panda,dialect,,
tatt1243,Tattara,dialect,,
bede1242,Barde,dialect,,
duya1234,Duyaic,family,,
gwar1240,Gwara,language,9.49,7.88
idun1241,Dũya,language,9.12585,7.77525
ahwa1235,Ndunic,language,9.17635,8.56205
akpe1249,Akpes-Edoid,family,,
akpe1248,Akpes,language,7.50256,5.95559
esuk1238,Esuku,dialect,,
akun1239,Akunnu,dialect,,
asee1238,Ase,dialect,,
ikor1238,Ikorom,dialect,7.06,5.09
ibar1241,Ibaram,dialect,,
gede1241,Gedegede,dialect,,
efif1238,Efifa,dialect,,
iyan1238,Iyani,dialect,,
daja1240,Daja,dialect,,
edoi1239,Edoid,family,,
nort3183,Northwestern Edoid,family,,
osse1244,Osse,family,,
uham1238,Uhami,language,7.38143,5.68537
ukue1239,Ukue-Ehueun,family,,
ukue1238,Ukue,language,7.41643,5.85139
ehue1238,Ehueun,language,7.450998,5.858846
iyay1238,Iyayu,language,7.30076,5.84326
sout3171,Southern Northwestern Edoid,family,,
okpa1238,Okpamheri,language,7.33708,5.97843
emha1238,Emhalhe,dialect,,
okul1238,Okulosho,dialect,,
make1248,Makeke,dialect,,
ojir1238,Ojirami,dialect,,
ojaa1238,Oja,dialect,,
omaa1238,Oma,dialect,,
dagb1247,Dagbala,dialect,,
west2472,Western Okpamheri,dialect,,
ebun1242,Ebunn-Oke,dialect,,
ekpe1252,Ekpe,dialect,,
ogbe1245,Ogbe-Sale,dialect,,
lank1242,Lankpese,dialect,,
onum1238,Onumo,dialect,,
imog1238,Imoga,dialect,,
ikar1242,Ikaran-Oke,dialect,,
ebun1241,Ebunn-Ugbo,dialect,,
ekoo1238,Eko,dialect,,
aiye1241,Aiyegunle,dialect,,
ogbe1246,Ogbe-Oke,dialect,,
igbo1257,Igbo-Ola-Oke,dialect,,
igbo1256,Igbo-Ola-Sale,dialect,,
beku1238,Bekuma,dialect,,
ikar1241,Ikaran-Ele,dialect,,
ogug1242,Ogugu (Western Okpamheri),dialect,,
ikpe1244,Ikpesa,dialect,,
okpe1251,Okpe-Akuku-Idesa,family,,
okpe1249,Okpe (Northwestern Edo),language,7.29515,6.24719
akuk1235,Akuku,language,7.40354,6.34264
olom1241,Oloma,language,7.01279,6.02767
igwi1234,Igwic,family,,
sasa1252,Sasaru-Igwe,family,,
sasa1247,Sasaru,language,7.06193,6.07531
igwe1238,Igwe,language,7.10878,6.08157
osos1238,Ososo,language,7.42868,6.21509
ikpe1246,Ikpeshic,family,,
enwa1246,Enwan (Edo State),language,7.15316,6.07393
ivbi1241,Ivbie North-Okpela-Arhe,language,7.15307,6.21209
okpe1248,Okpela,dialect,,
arhe1238,Arhe,dialect,,
ivbi1242,Ivbie North,dialect,,
ikpe1243,Ikpeshi,language,7.04475,6.17647
nort3182,North-Central Edoid,family,,
cent2259,Central Plains Edoid,family,,
esan1238,Esan,language,6.25685,6.33917
igue1238,Igueben,dialect,,
ekpo1238,Ekpon,dialect,,
bini1246,Bini,language,6.40701,5.70426
emai1243,Emaic,family,,
emai1241,Emai-Iuleha-Ora,language,7.09089,5.84494
ivhi1242,Ivhimion,dialect,,
emai1242,Emai,dialect,,
iule1238,Iuleha,dialect,,
oraa1239,Ora,dialect,,
ikhi1234,Ikhin-Arokho,language,7.146202,5.936957
afen1234,Afenmai-Bendel,family,,
unem1239,Uneme-Yekhee,family,,
yekh1238,Yekhee,language,7.10204,6.44919
uwep1238,Uwepa-Uwano,dialect,,
avia1241,Avianwu,dialect,,
avie1238,Aviele,dialect,,
ekpe1251,Ekperi,dialect,,
ivhi1241,Ivhiadaobi,dialect,,
auch1238,Auchi,dialect,,
uzai1238,Uzairue,dialect,,
sout2804,South Ibie,dialect,,
unem1238,Uneme,language,6.97237,6.13427
ghot1243,Ghotuo,language,7.11551,5.95663
sout2805,Southwestern Edoid,family,,
eruw1238,Eruwa,language,5.18026,6.04818
urho1239,Urhobo,language,5.31155,5.86148
ujev1238,Ujevwe,dialect,,
uduu1238,Udu,dialect,,
agbo1242,Agbon,dialect,,
agba1238,Agbarho,dialect,,
uvbi1238,Uvbie,language,5.44263,5.77303
okpe1250,Okpe (Southwestern Edo),language,7.22407,5.94885
isok1239,Isoko,language,5.52889,6.24682
imiv1238,Imiv,dialect,,
iteb1238,Itebiege,dialect,,
olee1238,Ole,dialect,,
irri1238,Irri,dialect,,
emed1238,Emede,dialect,,
olom1242,Olomoro,dialect,,
unog1238,Unogboko,dialect,,
iwir1238,Iwire,dialect,,
ofag1238,Ofagbe,dialect,,
iyed1242,Iyede,dialect,,
enhw1238,Enhwe,dialect,,
avia1242,Aviara,dialect,,
ibie1238,Ibiede,dialect,,
eluu1240,Elu (Atlantic-Congo),dialect,,
umee1242,Ume,dialect,,
uzer1238,Uzere,dialect,,
utii1238,Uti,dialect,,
owee1242,Owe (Isoko),dialect,,
ozor1238,Ozoro,dialect,,
oyed1238,Oyede,dialect,,
iyow1238,Iyowo,dialect,,
iyed1241,Iyede-Ami,dialect,,
delt1252,Delta Edoid,family,,
epie1238,Epie,language,5.00894,6.3146
atis1238,Atisa,dialect,,
dege1249,Degema-Engenni,family,,
enge1239,Egene,language,5.11931,6.37339
ogua1239,Ogua,dialect,,
edir1242,Ediro,dialect,,
ined1238,Inedua,dialect,,
zara1246,Zarama,dialect,,
dege1246,Degema,language,4.73373,6.80991
atal1239,Atala,dialect,,
usok1238,Usokun,dialect,,
gade1242,Gade,language,8.71139,7.49869
ukaa1243,Ukaan,language,7.59722,6.03933
kaku1240,Kakumo,dialect,,
ishe1239,Ishe,dialect,,
auga1239,Auga,dialect,,
idom1262,Idomoid,family,,
etul1244,Akweya,family,,
etul1246,Etulo-Idoma,family,,
nucl1732,Nuclear Idoma,family,,
agat1236,Agatu,language,7.97915,7.71639
yala1263,Yala,language,6.73852,8.60748
yala1264,Yala Ogoja,dialect,,
nkum1248,Nkum (Yala),dialect,,
nkum1247,Nkum Akpambe,dialect,,
idom1241,Idoma,language,7.19139,7.71261
okpo1242,Okpogu,dialect,,
idom1260,Idoma West,dialect,,
idom1261,Idoma Central,dialect,,
idom1259,Idoma South,dialect,,
alag1242,Alago,language,8.34986,8.52085
assa1267,Assaikio,dialect,,
doma1261,Doma,dialect,,
kean1238,Keana,dialect,,
agwa1246,Agwatashi,dialect,,
etul1245,Etulo,language,7.75865,9.44447
iged1239,Igede,language,6.95522,8.27362
work1238,Worku,dialect,,
ojuu1238,Oju,dialect,,
itoo1241,Ito (Igede),dialect,,
gabu1246,Gabu,dialect,,
yaty1238,Yatye-Akpa,family,,
akpa1238,Akpa,language,7.32586,8.01629
yace1238,Yace,language,6.84259,8.84077
alif1238,Alifokpa,dialect,,
ijie1238,Ijiegu,dialect,,
defo1239,Defoid,family,,
ayer1244,Ayere-Ahan,family,,
ayer1245,Ayere,language,7.52206,6.01979
ahan1244,Àhàn,language,7.44139,6.00896
arig1246,Arigidi,language,7.56324,5.89556
arig1247,Arigidí,dialect,,
oyin1238,Oyin,dialect,,
esee1246,Ese (Arigidi),dialect,,
ajee1238,Aje,dialect,,
udoo1238,Udo,dialect,,
igas1238,Igasi,dialect,,
afaa1238,Afa,dialect,,
uroo1240,Uro,dialect,,
ojoo1238,Ojo,dialect,,
ogee1238,Òge,dialect,,
erus1238,Erúsú,dialect,,
yoru1244,Yoruboid,family,,
igal1242,Igala,language,7.34325,7.17974
ebuu1238,Ebu,dialect,,
ifee1242,Ife (Nigeria),dialect,,
ogug1241,Ogugu,dialect,,
anyu1238,Anyugba,dialect,,
ankp1238,Ankpa,dialect,,
idah1238,Idah,dialect,,
ibaj1238,Ibaji,dialect,,
edek1238,Edekiri,family,,
edea1234,Ede,family,,
east2738,Eastern Ede,family,,
edec1238,Ede Cabe,language,7.78176,2.48128
sout3186,Southeastern Ede,family,,
nucl1747,Nuclear Yoruba,family,,
uluk1257,Ulukwumi,language,6.4974,6.59202
lucu1239,Lucumi-Yoruba,family,,
yoru1245,Yoruba,language,7.15345,3.67225
bunu1266,Central Yoruba,dialect,,
iwor1239,Iworro,dialect,,
awor1241,Aworo,dialect,,
ilaa1245,Ila (Yoruba),dialect,,
owee1241,Owe,dialect,,
igbo1255,Igbomina,dialect,,
yagb1238,Yagba,dialect,,
jumu1239,Jumu,dialect,,
ekit1244,Ekiti,dialect,,
gbed1241,Gbedde,dialect,,
nort3426,Northwest Yoruba,dialect,,
oyoo1238,Oyo,dialect,,
egba1238,Egba,dialect,,
awor1242,Awori,dialect,,
onko1235,Onko,dialect,,
akon1238,Southeast Yoruba,dialect,,
ilaj1238,Ilaje,dialect,,
ikal1241,Ikale,dialect,,
ijes1238,Ijesha,dialect,,
ijeb1238,Ijebu,dialect,,
ondo1239,Ondo,dialect,,
wooo1238,Owo,dialect,,
lucu1238,Lucumi,language,22.9514,-82.441
eden1244,Ede Nago,language,6.75763,2.64908
edei1245,Ede Ije,language,7.09729,2.64262
west2827,Western Ede,family,,
kura1248,Kura Ede Nago,language,9.43401,1.49505
sout3187,Southwestern Ede,family,,
edei1246,Ede Ica,language,8.46128,1.82137
icaa1240,Nca,dialect,,
ilod1238,Ilodji,dialect,,
mani1294,Manigri-Kambolé Ede Nago,language,8.83338,1.69523
edei1244,Ede Idaca,language,7.78428,2.27039
ifee1241,Ifè,language,7.63568,1.58494
djam1257,Djama,dialect,,
tsch1248,Tschetti,dialect,,
dadj1238,Dadja,dialect,,
moko1243,Mokole,language,11.0438,3.05998
isek1239,Isekiri,language,5.81898,5.5862
ebir1244,Ebira-Nupoid,family,,
ebir1243,Ebira,language,8.15516,7.06183
igar1238,Igara,dialect,,
oken1238,Okene,dialect,,
koto1250,Koto,dialect,,
nupe1252,Macro-Nupoid,family,,
nupo1239,Nupoid,family,,
dibo1249,Dibo-Kupa,family,,
kaka1264,Kakanda,language,8.33931,6.55923
budo1240,Budon Kakanda,dialect,,
gban1262,Gbanmi-Sokun Kakanda,dialect,,
kupa1238,Kupa,language,8.48437,6.35806
dibo1250,Abawa,family,,
dibo1247,Dibo,language,9.0611,6.3731
kami1263,Kami-Gupa,family,,
gupa1248,Gupa,language,8.21291,6.69128
kami1258,Kami (Nigeria),language,8.57444,6.66088
nupe1254,Nupe-Nupe-Tako,language,9.18404,5.40031
nupe1256,Nupe Central,dialect,,
nupe1255,Nupe Tako,dialect,,
koro1324,Koro Zuba,language,9.1006,7.21391
asun1235,Asu (Nigeria),language,10.0849,5.42081
gbag1256,Gbagyi-Gbari,family,,
gbar1246,Gbari,language,8.46411,7.10757
kwal1255,Kwali,dialect,,
izem1238,Izem,dialect,,
bota1238,Botai,dialect,,
gaye1238,Gayegi,dialect,,
kwan1277,Kwange (Nigeria),dialect,,
kong1290,Kong,dialect,,
wahe1238,Wahe,dialect,,
gbag1257,Gbagyi Nkwa,dialect,,
paik1238,Paiko,dialect,,
jezh1238,Jezhu,dialect,,
gbag1258,Gbagyi,language,9.29842,6.90495
karu1253,Karu,dialect,,
kuta1242,Kuta,dialect,,
diko1242,Diko,dialect,,
vwez1238,Vwezhi,dialect,,
tawa1273,Tawari,dialect,,
louo1238,Louome,dialect,,
ngen1253,Ngenge,dialect,,
kadu1255,Kaduna,dialect,,
delt1251,Delta Cross,family,,
uppe1418,Upper Cross,family,,
ukpe1249,Ukpet-Ehom,language,5.58316,8.10047
ehom1238,Ehom,dialect,,
ukpe1250,Ukpet,dialect,,
cent2027,Central Upper Cross,family,,
nort2790,North-South Central Delta Cross,family,,
ubag1244,Ubaghara-Kohumono,family,,
ubag1245,Ubaghara,language,5.72343,7.96439
ikun1240,Ikun,dialect,,
utum1238,Utuma,dialect,,
eton1251,Etono I,dialect,,
biak1246,Biakpan,dialect,,
ugbe1238,Ugbem,dialect,,
kohu1243,Kohumonoic,family,,
agwa1247,Agwagwune,language,5.81055,8.03166
nucl1375,Nuclear Agwagwune,dialect,,
adim1238,Adim,dialect,,
eton1252,Etono II,dialect,,
abay1238,Abayongo,dialect,,
orum1242,Orum,dialect,,
abin1242,Abini,dialect,,
erei1238,Erei,dialect,,
umon1238,Umon,language,5.37438,8.10335
kohu1244,Kohumono,language,5.92596,7.96202
kori1259,Koring-Kukele,family,,
orin1239,Oring,language,6.68753,8.12005
ufio1238,Ufiom,dialect,,
okpo1243,Okpoto,dialect,,
ufia1239,Ufia,dialect,,
kuke1241,Kukele-Uzekwe,family,,
uzek1238,Uzekwe,language,6.58841,8.31399
kuke1242,Kukele,language,6.70286,8.39343
itee1238,Iteeji,dialect,,
mtez1238,Mtezi,dialect,,
ugba1238,Ugbala,dialect,,
east2400,East-West Central Delta Cross,family,,
olul1245,Olulumo-Ikom,language,5.97709,8.56546
olul1246,Olulumo,dialect,,
okun1240,Okuni,dialect,,
ikom1244,Ikom,dialect,,
mbem1251,Mbembe-Legbo,family,,
legb1241,Legboic,family,,
legb1242,Legbo,language,6.02645,7.98385
leny1239,Lenyima-Leyigha,family,,
leyi1238,Leyigha,language,5.98832,8.20861
leny1238,Lenyima,language,6.00131,8.28951
cros1244,Cross River Mbembe,language,6.16926,8.23592
apia1246,Apiapum,dialect,,
osop1238,Osopong,dialect,,
ekam1238,Ekama,dialect,,
ofon1238,Ofonokpan,dialect,,
ofom1238,Ofombonga,dialect,,
adun1238,Adun,dialect,,
okom1241,Okom,dialect,,
ofer1238,Oferikpe,dialect,,
loko1252,Lokoic,family,,
lubi1239,Lubila-Lokaa,family,,
lubi1238,Lubila,language,5.46011,8.29204
nkuk1238,Nkukoli,language,5.7562,8.28051
loka1252,Lokaa,language,5.91483,8.0933
ugep1238,Ugep,dialect,,
nkpa1238,Nkpam,dialect,,
agoi1245,Agoi-Doko-Iyoniyong,family,,
agoi1246,Robambami,language,5.87953,8.21629
agoi1247,Agoi-Efom,dialect,,
ikoo1244,Agoi-Ibami,dialect,,
doko1243,Deko-Dusanga,language,5.39961,8.26925
bakp1238,Iyongiyong,language,5.26756,8.26321
kion1241,Kiong-Korop,family,,
kion1242,Kiong,language,5.20497,8.35234
koro1304,Korop,language,5.16206,8.80859
ogon1240,Ogonoid,family,,
east2401,East Ogonoid,family,,
taik1252,Tai-Kana,family,,
khan1278,Khana,language,4.70908,7.44363
nyok1242,Nyo-Kana,dialect,,
kenk1238,Ken-Khana,dialect,,
babb1238,Babbe,dialect,,
boue1238,Boúe,dialect,,
yegh1238,Yeghe,dialect,,
nork1238,Norkhana,dialect,,
teee1242,Tee,language,4.73213,7.37553
goka1239,Gokana,language,4.61889,7.34457
bomu1248,Bomu (Gokana),dialect,,
dere1242,Dere,dialect,,
bodo1271,Bodo (Gokana),dialect,,
kiba1244,Kibangha,dialect,,
west2469,West Ogonoid,family,,
baan1241,Baan,language,4.66709,7.30065
kaba1279,Ka-Ban,dialect,,
kesa1243,Kesari,dialect,,
elem1253,Eleme,language,4.72964,7.267
cent2028,Central Delta,family,,
uncl1542,Unclassified Central Delta,family,,
abur1244,Abureni,language,4.62301,6.50634
ogbo1242,Ogbogolo,language,4.90943,6.54706
ogbr1243,Ogbronuagum,language,4.74842,6.9058
kugb1242,Kugboic,family,,
ogbi1239,Ogbia,language,4.75352,6.34034
agho1238,Agholo,dialect,,
anya1245,Anyama,dialect,,
oloi1238,Oloibiri,dialect,,
kugb1241,Kugbo,language,4.72951,6.56333
abua1243,Abua-Odual,family,,
odua1238,Odual,language,4.83273,6.41493
adib1240,Adibom,dialect,,
arug1238,Arughunya,dialect,,
abua1244,Abua,language,4.83057,6.61492
okpe1247,Okpeden,dialect,,
cent2029,Central Abuan,dialect,,
emug1238,Emughan,dialect,,
otap1238,Otapha,dialect,,
obul1239,Obulom-Ochichi,language,4.72908,7.11671
obul1238,Obulom,dialect,4.72908,7.11671
ochi1235,O'chi'chi',dialect,4.941269,7.138435
obol1242,Lower Cross,family,,
nucl1838,Nuclear Lower Cross,family,,
cent2253,Central Lower Cross,family,,
ibuo1241,Ibuoroic,family,,
ibuo1243,Ibuoro-ItuMbuso-Nkari,family,,
ibuo1244,Ibuoro-ItuMbuso,family,,
ibuo1242,Ibuoro,language,5.49672,7.93108
itum1245,Itu Mbon Uzo,language,5.52679,7.80378
nkar1238,Nkari,language,5.43898,7.76345
itoo1242,Ito,language,5.14438,8.04626
efik1244,Efikic,family,,
ukwa1238,Ukwa,language,5.59913,7.96002
uncl1543,Unclassified Efikic,family,,
ekii1241,Eki,language,5.1503,8.13613
ider1238,Idere,language,5.21188,8.0831
okop1234,Okop Usem,family,,
efik1246,Efik-Ibibio,family,,
efik1245,Efik,language,4.89379,8.38121
ibib1240,Ibibio,language,5.15279,7.86688
enyo1238,Enyong,dialect,,
itak1238,Itak,dialect,,
cent2030,Central Ibibio,dialect,,
nsit1238,Nsit,dialect,,
anaa1238,Anaang,language,4.94832,7.57969
ukan1238,Ukanafun,dialect,,
ikot1238,Ikot Ekpene,dialect,,
abak1242,Abak,dialect,,
efai1241,Efai,language,4.60447,8.27625
ibin1242,Ibino-Iko,family,,
ibin1241,Ibino,language,4.59603,8.15254
ikoo1245,Iko,language,4.56197,7.9866
ekit1245,Ekit-Etebi,family,,
eteb1238,Etebi,language,4.79059,7.97357
ekit1246,Ekit,language,4.7645,7.89222
west3012,West Lower Cross,family,,
okob1241,Okobo,language,5.02037,8.08696
oroi1234,Oroic,family,,
enwa1244,Enwang-Uda,family,,
udaa1238,Uda,language,4.70196,8.06562
enwa1245,Enwan (Akwa Ibom State),language,4.68739,8.20974
ebug1242,Ebughu-Oro,family,,
ebug1241,Ebughu,language,4.82544,8.01304
oroo1241,Oro,language,4.86134,8.11394
ilue1241,Ilue,language,4.78618,8.25236
usag1244,Usaghade,language,4.78581,8.53463
obol1243,Obolo,language,4.62851,7.81985
okor1249,Okoroete,dialect,,
ibot1241,Ibot Obolo,dialect,,
unye1238,Unyeada,dialect,,
ngoo1241,Ngo,dialect,,
atab1238,Ataba,dialect,,
juku1257,Jukunoid,family,,
cent2241,Central Jukunoid,family,,
kpan1245,Kpan-Icen,family,,
kpan1246,Kpan,language,7.58343,10.1642
biss1247,Bissaula,dialect,,
east2861,Eastern Kpan,dialect,,
kent1256,Kente,dialect,,
ereg1239,Eregba,dialect,,
apaa1238,Apa,dialect,,
west2957,Western Kpan,dialect,,
kumb1279,Kumbo-Takum,dialect,,
kumb1270,Kumbo,dialect,,
taku1255,Takum (Kpan),dialect,,
dong1291,Donga,dialect,,
etky1238,Etkywan,language,7.13773,10.3501
juku1258,Jukun-Mbembe-Wurbo,family,,
wurb1240,Wurbo-Wannu,family,,
wann1241,Wannu,language,7.83859,8.96594
wurb1239,Wurbo,family,,
jiru1238,Jiru,language,8.64125,10.5872
shoo1247,Shoo-Minda-Nye,language,8.92577,10.9642
mind1254,Minda,dialect,,
nyee1238,Nye,dialect,,
lauj1239,Lau (Jukunoid),dialect,,
shoo1248,Shoo,dialect,,
como1258,Como Karim,language,8.86601,10.816
juku1259,Jukun,family,,
jibu1240,Jibu-Wase,family,,
waph1238,Wãpha,language,9.10829,9.90381
jibu1241,Jibuic,family,,
juku1254,Jukun Takum,language,7.20236,10.2576
taku1256,Takum,dialect,,
dong1292,Donga (Jukun Takum),dialect,,
jibu1239,Jibu,language,7.49214,11.3086
garb1238,Garbabi,dialect,,
gaya1240,Gayam,dialect,,
gala1254,Galamjina,dialect,,
koro1322,Kororofa,family,,
wapa1235,Wapan,language,7.97862,9.83299
nyif1234,Nyifon,dialect,,
wuka1238,Wukan,dialect,,
jana1236,Jan-Awei,language,9.661135,11.384125
kona1244,Kona,family,,
hone1235,Hõne,language,9.79715,10.9206
pind1243,Pindiga,dialect,,
gwan1242,Gwana,dialect,,
jiba1237,Jiba,language,9.26508,11.5099
tigo1236,Tigon Mbembe,language,6.983995,10.70849
enee1238,Eneeme,dialect,,
kpor1238,Kporo,dialect,,
nama1263,Nama (Tigon Mbembe),dialect,,
ashu1243,Ashuku,dialect,,
nzar1241,Nzare,dialect,,
kute1248,Kutep,language,7.07479,10.0916
kent1257,Kentin,dialect,,
liss1238,Lissam,dialect,,
jenu1240,Jenuwa,dialect,,
kuna1266,Kunabe,dialect,,
fiky1238,Fikyu,dialect,,
unun9910,Unclassified Benue-Congo,family,,
tita1240,Tita,language,8.19382,10.1272
bais1242,Baissa Fali,language,7.38023,10.7684
kain1275,Kainji,family,,
kain1276,Kainji Lake,family,,
uppe1457,Upper Niger Kainji,family,,
oler1234,Oleran,family,,
cuba1236,Cuba,language,10.260725,4.684594
lopa1238,Lopa,language,10.3756,4.67396
laru1238,Laru (Nigeria),language,10.5756,4.43514
resh1242,Reshe,language,10.77046,4.62395
cent2242,Central Kainji,family,,
basa1288,Basa-Eastern Kainji,family,,
basa1279,Basa,family,,
kont1247,Kontagora-Gumna-Koromba,family,,
basa1281,Basa-Gurmana,language,10.2488,6.74865
gumn1234,Gumna-Kontagora,family,,
basa1280,Basa-Gumna,language,9.94207,6.58105
bass1259,Bassa-Kontagora,language,10.3333,4.98331
basa1282,Basa (Nigeria),language,8.03159,7.06183
east2404,Eastern Kainji,family,,
piti1242,Piti-Atsam,family,,
piti1243,Piti,language,10.1361,8.47037
riba1246,Riban,dialect,,
atsa1241,Atsam,language,9.95914,8.48301
josa1234,Jos,family,,
nort3210,Northern Jos,family,,
shen1251,Sheni-Ziriya,language,10.52559,8.63921
shen1250,Sheni,dialect,10.5256,8.63921
ziri1239,Ziriya,dialect,10.5218,8.72792
lame1269,Lameic,family,,
gyem1238,Gyem,language,10.4109,9.23923
shau1238,Shau,language,10.275,9.06674
nort3215,North-Central Jos,family,,
igut1238,Iguta,language,9.98505,8.81708
janj1240,Janji,language,10.1197,8.63029
tunz1235,Tunzu,language,9.115793,10.029445
boze1240,Boze-Loro,family,,
pana1298,Panawa,language,10.008075,8.986221
jere1244,Jere,language,10.1962,8.95834
buji1242,Buji,dialect,,
gusu1242,Gusu,dialect,,
nucl1376,Nuclear Jere,dialect,,
ribi1243,Ribina,dialect,,
chok1248,Chokobo-Lemoro-Sanga,family,,
izor1238,Izora,language,10.4735,8.76468
lemo1244,Lemoro-Sanga,family,,
sang1329,Sanga (Nigeria),language,10.4157,8.83882
buji1243,Bujiyel,dialect,,
lemo1242,Lemoro,language,10.4366,8.70513
lere1241,Lere,language,10.4789,8.93337
siii1238,Si,dialect,,
gana1271,Gana (Nigeria),dialect,,
taka1263,Takaya,dialect,,
ning1277,Ningic,family,,
kudu1241,Kudu-Camo,language,11.0819,9.07725
camo1250,Camo,dialect,,
kudu1242,Kudu,dialect,,
gamo1241,Gamo-Ningi,language,10.9346,9.24843
ning1272,Ningi,dialect,,
gamo1242,Gamo (Nigeria),dialect,,
amoo1242,Amo,language,10.3229,8.65405
kaur1268,Kauru,family,,
kiza1239,Kizamani,language,10.16457,8.26269
vori1234,Voric,family,,
suru1258,Vori,language,10.2254,8.27136
rish1234,Rishiwa,language,10.169,8.3
kinu1239,Kinuku,language,10.3524,8.1296
kono1264,Kono (Nigeria),language,10.436,8.32193
gbir1241,Gbiri-Niragu,language,10.3923,8.43157
nira1238,Niragu,dialect,,
gbir1242,Gbiri,dialect,,
kura1249,Kurama,language,10.4766,7.93507
bina1270,Bina (Nigeria),language,10.2868,8.19726
duka1247,Northwestern Kainji,family,,
duka1250,Dukaic,family,,
main1281,Main-Gwamhi,family,,
kagf1238,Ut-Main,language,11.5319,4.8387
kagg1238,Kag,dialect,,
koor1238,Koor,dialect,,
rorr1238,Ror,dialect,,
ferr1242,Fer,dialect,,
kurr1244,Kur (Nigeria),dialect,,
zuks1238,Zuksun,dialect,,
jiir1238,Jiir,dialect,,
usss1238,Us,dialect,,
gwam1244,Gwamhi-Wuri,language,11.8081,5.07897
wuri1238,Wuri,dialect,,
gwam1245,Gwamhi,dialect,,
huns1239,Hun-Saare,language,10.7898,5.07312
west2471,Western Duka,dialect,,
east2402,Eastern Duka,dialect,,
clel1239,Clela-Damakawa,family,,
dama1268,Damakawa,language,11.0808,5.4914
clel1238,C'lela,language,11.4653,5.26544
riba1245,Ribah,dialect,,
adom1238,Adoma,dialect,,
lila1245,Lila,dialect,,
daba1244,Dabai,dialect,,
kamb1317,Kambari-Cicipu,family,,
kamb1319,Kambaric,family,,
east2739,East Kambaric,family,,
tsuv1239,Tsuvadi,language,10.8421,5.22095
tsis1238,Salka-Tsishingini,language,10.2882,5.11073
ibet1238,Ibeto,dialect,,
baan1242,Baangi,language,10.8083,5.7261
west2828,West Kambaric,family,,
